filename,jobid,nprocs,pct_file_not_aligned,pct_mem_not_aligned,pct_reads,pct_writes,pct_consec_reads,pct_consec_writes,pct_seq_reads,pct_seq_writes,pct_rw_switches,pct_byte_reads,pct_byte_writes,pct_io_access,pct_meta_open_access,pct_meta_stat_access,pct_meta_seek_access,pct_meta_sync_access,pct_read_0_100K,pct_read_100K_10M,pct_read_10M_1G_PLUS,pct_write_0_100K,pct_write_100K_10M,pct_write_10M_1G_PLUS,pct_shared_files,pct_bytes_shared_files,pct_unique_files,pct_bytes_unique_files,pct_read_only_files,pct_bytes_read_only_files,pct_read_write_files,pct_bytes_read_write_files,pct_write_only_files,pct_bytes_write_only_files
combined.txt,230553,10,0.97,0.4,0.88,0.12,0.23,0.0,0.75,1.0,0.0,0.88,0.12,0.99,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
